"","X","ID.2","ID.3","Gender","Liv.situation","Work.wors","Work.imp","Privat.wors","Privat.imp","Contract.change","Work.quant","Care.quant","Free.quant","mwb.cat","Ovrl_HO","Work_time","Caring_duties","Freetime","Age.cat","srh","Country","Age.num","Work.wors.3","Work.imp.3","Privat.wors.3","Privat.imp.3","edu.na"
"1653",1653,3795186554748,4844075322828,"Female","Alone","1","1","3","1",1,2,3,4,"1",1,"Decreased","Unchanged","Increased","18-30","4","Switzerland",23,"1","1","2","1",NA
"1654",1654,4239040224744,5410598358984,"Male","Partner/Family/Flatshare","3","3","1","1",1,3,3,2,"1",2,"Unchanged","Unchanged","Decreased","51-60","3","Switzerland",51,"2","2","1","1",NA
"1655",1655,4065032840049,5188499954589,"Female","Alone","4","2","5","1",2,2,3,4,"1",3,"Decreased","Unchanged","Increased","41-50","4","Switzerland",48,"3","1","3","1",NA
"1656",1656,4283807777541,5467738474401,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","41-50","3","Switzerland",46,"1","1","1","1",NA
"1657",1657,3890202887241,4965351646101,"Female","Partner/Family/Flatshare","5","1","4","2",3,1,4,2,"1",2,"Decreased","Increased","Decreased","41-50","4","Switzerland",46,"3","1","3","1",3
"1658",1658,3713283932040,4739536990440,"Female","Partner/Family/Flatshare","3","4","2","4",2,1,3,4,"1",2,"Decreased","Unchanged","Increased","31-40","4","Switzerland",37,"2","3","1","3",NA
"1659",1659,4062071477349,5184720149889,"Female","Partner/Family/Flatshare","3","1","4","1",1,2,5,2,"1",2,"Decreased","Increased","Decreased","31-40","4","Switzerland",34,"2","1","3","1",NA
"1660",1660,4151821097043,5299274180823,"Female","Partner/Family/Flatshare","3","1","3","1",1,2,3,3,"1",3,"Decreased","Unchanged","Unchanged","31-40","5","Switzerland",32,"2","1","2","1",NA
"1661",1661,3889657318248,4964655296328,"Male","Alone","3","2","2","4",1,4,3,2,"1",2,"Increased","Unchanged","Decreased","18-30","3","Switzerland",19,"2","1","1","3",NA
"1662",1662,3628835747946,4631749571106,"Male","Partner/Family/Flatshare","5","1","4","1",2,1,4,2,"1",1,"Decreased","Increased","Decreased","51-60","3","Switzerland",55,"3","1","3","1",NA
"1663",1663,4306812474348,5497101058428,"Male","Alone","5","1","5","1",1,3,3,3,"1",3,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",53,"3","1","3","1",NA
"1664",1664,4105352589849,5239963012389,"Male","Partner/Family/Flatshare","5","1","5","1",3,1,4,5,"1",1,"Decreased","Increased","Increased","51-60","3","Switzerland",53,"3","1","3","1",6
"1665",1665,4017830774742,5128252492062,"Female","Partner/Family/Flatshare","5","1","3","3",1,5,5,1,"1",2,"Increased","Increased","Decreased","51-60","3","Switzerland",53,"3","1","2","2",6
"1666",1666,3951380377044,5043436969284,"Female","Partner/Family/Flatshare","3","2","2","2",1,3,3,4,"1",3,"Unchanged","Unchanged","Increased","51-60","5","Switzerland",52,"2","1","1","1",5
"1667",1667,4288932136647,5474279070267,"Female","Partner/Family/Flatshare","4","4","1","4",1,3,3,4,"1",2,"Unchanged","Unchanged","Increased","41-50","4","Switzerland",48,"3","3","1","3",6
"1668",1668,3775035536343,4818355098123,"Male","Partner/Family/Flatshare","3","3","4","2",1,3,5,1,"1",3,"Unchanged","Increased","Decreased","41-50","3","Switzerland",47,"2","2","3","1",4
"1669",1669,4378922973441,5589140984301,"Male","Partner/Family/Flatshare","1","1","4","1",1,3,5,3,"1",3,"Unchanged","Increased","Unchanged","41-50","3","Switzerland",45,"1","1","3","1",5
"1670",1670,3859435717344,4926081247584,"Male","Alone","3","2","5","1",2,2,3,4,"1",2,"Decreased","Unchanged","Increased","41-50","3","Switzerland",44,"2","1","3","1",NA
"1671",1671,3897260490141,4974359783001,"Female","Partner/Family/Flatshare","5","1","3","2",4,1,3,4,"1",1,"Decreased","Unchanged","Increased","41-50","4","Switzerland",41,"3","1","2","1",6
"1672",1672,3660048875745,4671589178445,"Male","Partner/Family/Flatshare","4","2","4","2",1,3,3,4,"1",2,"Unchanged","Unchanged","Increased","31-40","3","Switzerland",37,"3","1","3","1",6
"1673",1673,3933475997742,5020584295062,"Female","Alone","3","3","4","1",2,2,3,4,"1",2,"Decreased","Unchanged","Increased","31-40","4","Switzerland",36,"2","2","3","1",NA
"1674",1674,4156737137145,5305548883845,"Female","Partner/Family/Flatshare","5","3","1","4",3,1,5,5,"1",2,"Decreased","Increased","Increased","31-40","4","Switzerland",36,"3","2","1","3",NA
"1675",1675,4335918673140,5534251437540,"Male","Alone","1","1","1","1",1,3,3,2,"1",1,"Unchanged","Unchanged","Decreased","31-40","4","Switzerland",34,"1","1","1","1",3
"1676",1676,4343420516049,5543826590589,"Female","Alone","4","2","4","2",2,1,3,4,"1",2,"Decreased","Unchanged","Increased","18-30","3","Switzerland",25,"3","1","3","1",NA
"1677",1677,4059816818445,5181842363145,"Male","Partner/Family/Flatshare","3","4","1","4",2,2,2,1,"1",3,"Decreased","Decreased","Decreased","51-60","5","Switzerland",58,"2","3","1","3",6
"1678",1678,3986400515949,5088135744489,"Male","Partner/Family/Flatshare","4","1","2","4",3,2,3,4,"1",3,"Decreased","Unchanged","Increased","51-60","2","Switzerland",57,"3","1","1","3",3
"1679",1679,4196112517548,5355806573628,"Male","Alone","1","3","1","1",1,3,3,3,"1",1,"Unchanged","Unchanged","Unchanged","51-60","3","Switzerland",54,"1","2","1","1",2
"1680",1680,3572203162149,4559465242689,"Female","Partner/Family/Flatshare","4","1","3","2",2,1,3,2,"1",1,"Decreased","Unchanged","Decreased","51-60","3","Switzerland",53,"3","1","2","1",NA
"1681",1681,4016106713349,5126051945889,"Female","Partner/Family/Flatshare","4","2","2","2",1,2,4,4,"1",1,"Decreased","Increased","Increased","41-50","4","Switzerland",46,"3","1","1","1",NA
"1682",1682,3768948169146,4810585344306,"Male","Partner/Family/Flatshare","3","1","5","1",1,5,4,1,"1",1,"Increased","Increased","Decreased","41-50","4","Switzerland",45,"2","1","3","1",6
"1683",1683,4326248626740,5521908847140,"Male","Partner/Family/Flatshare","4","3","4","3",2,3,1,2,"1",1,"Unchanged","Decreased","Decreased","41-50","4","Switzerland",45,"3","2","3","2",5
"1684",1684,4333836738141,5531594111001,"Female","Partner/Family/Flatshare","4","1","5","1",2,2,3,4,"1",2,"Decreased","Unchanged","Increased","41-50","5","Switzerland",42,"3","1","3","1",NA
"1685",1685,4371276186648,5579380828728,"Female","Partner/Family/Flatshare","2","4","3","2",1,4,5,1,"1",1,"Increased","Increased","Decreased","31-40","4","Switzerland",40,"1","3","2","1",6
"1686",1686,4155798945042,5304351400362,"Male","Partner/Family/Flatshare","1","1","3","3",1,3,4,2,"1",1,"Unchanged","Increased","Decreased","31-40","4","Switzerland",38,"1","1","2","2",3
"1687",1687,3711484176543,4737239830323,"Male","Partner/Family/Flatshare","4","2","3","4",2,2,3,4,"1",2,"Decreased","Unchanged","Increased","31-40","4","Switzerland",37,"3","1","2","3",NA
"1688",1688,3615956891046,4615311340206,"Female","Partner/Family/Flatshare","1","4","5","1",1,3,3,4,"1",2,"Unchanged","Unchanged","Increased","31-40","5","Switzerland",33,"1","3","3","1",3
"1689",1689,4333070406546,5530615985706,"Male","Alone","3","2","4","2",1,2,3,4,"1",3,"Decreased","Unchanged","Increased","18-30","4","Switzerland",25,"2","1","3","1",3
"1690",1690,4040798016141,5157567269001,"Female","Partner/Family/Flatshare","1","1","1","1",1,2,3,3,"2",3,"Decreased","Unchanged","Unchanged","61-65","2","Switzerland",65,"1","1","1","1",5
"1691",1691,3949807579245,5041429491945,"Male","Partner/Family/Flatshare","4","1","1","1",2,2,3,3,"2",2,"Decreased","Unchanged","Unchanged","61-65","3","Switzerland",64,"3","1","1","1",NA
"1692",1692,3593437361046,4586568010206,"Male","Partner/Family/Flatshare","2","2","1","1",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","51-60","3","Switzerland",59,"1","1","1","1",NA
"1693",1693,4037898987144,5153867025384,"Male","Partner/Family/Flatshare","5","1","4","1",3,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",57,"3","1","3","1",2
"1694",1694,3662834924349,4675145216889,"Male","Partner/Family/Flatshare","3","2","3","3",1,4,1,2,"2",1,"Increased","Decreased","Decreased","51-60","4","Switzerland",57,"2","1","2","2",3
"1695",1695,4211026151949,5374841940489,"Male","Partner/Family/Flatshare","5","1","5","1",1,5,5,1,"2",2,"Increased","Increased","Decreased","51-60","3","Switzerland",52,"3","1","3","1",4
"1696",1696,4372324653240,5580719063640,"Male","Partner/Family/Flatshare","5","1","3","2",2,5,5,2,"2",2,"Increased","Increased","Decreased","41-50","4","Switzerland",48,"3","1","2","1",4
"1697",1697,4196376823842,5356143927162,"Male","Partner/Family/Flatshare","2","2","2","2",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","41-50","3","Switzerland",48,"1","1","1","1",NA
"1698",1698,4149112496040,5295816994440,"Male","Partner/Family/Flatshare","4","1","4","1",2,1,1,2,"2",1,"Decreased","Decreased","Decreased","41-50","4","Switzerland",45,"3","1","3","1",3
"1699",1699,4021071619941,5132389020801,"Female","Alone","4","2","4","2",1,3,3,4,"2",2,"Unchanged","Unchanged","Increased","41-50","4","Switzerland",45,"3","1","3","1",NA
"1700",1700,4306055889348,5496135373428,"Male","Partner/Family/Flatshare","1","1","1","1",2,2,2,2,"2",2,"Decreased","Decreased","Decreased","41-50","3","Switzerland",43,"1","1","1","1",6
"1701",1701,3840426768447,4901818730067,"Female","Alone","3","1","3","3",2,2,3,4,"2",1,"Decreased","Unchanged","Increased","41-50","4","Switzerland",43,"2","1","2","2",NA
"1702",1702,3776560331049,4820301305589,"Male","Alone","4","2","5","1",1,3,3,3,"2",3,"Unchanged","Unchanged","Unchanged","41-50","3","Switzerland",42,"3","1","3","1",2
"1703",1703,3748887958743,4784981024523,"Female","Partner/Family/Flatshare","3","3","3","4",1,2,3,4,"2",2,"Decreased","Unchanged","Increased","31-40","3","Switzerland",40,"2","2","2","3",2
"1704",1704,3857598595449,4923736393989,"Female","Partner/Family/Flatshare","5","1","2","3",3,1,3,3,"2",2,"Decreased","Unchanged","Unchanged","31-40","5","Switzerland",38,"3","1","1","2",3
"1705",1705,4214256315948,5378964836028,"Female","Partner/Family/Flatshare","1","1","1","2",1,3,4,3,"2",2,"Unchanged","Increased","Unchanged","31-40","3","Switzerland",38,"1","1","1","1",NA
"1706",1706,4068894948345,5193429447045,"Male","Alone","3","3","3","3",4,2,3,3,"2",2,"Decreased","Unchanged","Unchanged","31-40","3","Switzerland",36,"2","2","2","2",6
"1707",1707,4151930632749,5299413989289,"Female","Partner/Family/Flatshare","1","1","1","1",1,3,3,1,"2",2,"Unchanged","Unchanged","Decreased","31-40","4","Switzerland",36,"1","1","1","1",5
"1708",1708,4104778421943,5239230159723,"Female","Partner/Family/Flatshare","3","2","2","2",2,2,3,4,"2",1,"Decreased","Unchanged","Increased","31-40","4","Switzerland",35,"2","1","1","1",2
"1709",1709,4154495900949,5302688229489,"Male","Partner/Family/Flatshare","2","2","2","2",3,4,2,3,"2",2,"Increased","Decreased","Unchanged","31-40","2","Switzerland",33,"1","1","1","1",4
"1710",1710,4165244712945,5316407727645,"Female","Partner/Family/Flatshare","1","3","2","2",1,3,4,3,"2",3,"Unchanged","Increased","Unchanged","31-40","4","Switzerland",33,"1","2","1","1",3
"1711",1711,4300744662648,5489356264728,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","31-40","3","Switzerland",32,"1","1","1","1",3
"1712",1712,3894957792540,4971420680940,"Female","Partner/Family/Flatshare","3","3","3","3",1,1,3,4,"2",2,"Decreased","Unchanged","Increased","31-40","4","Switzerland",32,"2","2","2","2",NA
"1713",1713,3796825219947,4846166871567,"Female","Partner/Family/Flatshare","3","4","1","4",2,2,3,2,"2",3,"Decreased","Unchanged","Decreased","18-30","4","Switzerland",26,"2","3","1","3",5
"1714",1714,4059421596243,5181337912023,"Female","Alone","5","1","1","5",3,1,3,5,"2",1,"Decreased","Unchanged","Increased","18-30","3","Switzerland",25,"3","1","1","3",NA
"1715",1715,3664654270947,4677467382567,"Female","Partner/Family/Flatshare","3","3","3","3",1,3,2,2,"2",2,"Unchanged","Decreased","Decreased","18-30","3","Switzerland",23,"2","2","2","2",5
"1716",1716,3796575929640,4845848684040,"Female","Partner/Family/Flatshare","3","3","3","3",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","18-30","4","Switzerland",23,"2","2","2","2",3
"1717",1717,3881786128344,4954608718584,"Male","Partner/Family/Flatshare","5","1","4","1",2,2,3,3,"2",3,"Decreased","Unchanged","Unchanged","61-65","4","Switzerland",65,"3","1","3","1",3
"1718",1718,3755185407342,4793018920662,"Female","Alone","5","1","3","1",3,1,3,2,"2",1,"Decreased","Unchanged","Decreased","51-60","4","Switzerland",58,"3","1","2","1",3
"1719",1719,4427469979848,5651105093928,"Female","Partner/Family/Flatshare","3","1","3","1",1,4,3,2,"2",1,"Increased","Unchanged","Decreased","51-60","4","Switzerland",56,"2","1","2","1",6
"1720",1720,4418577827442,5639755386762,"Male","Partner/Family/Flatshare","3","2","2","4",1,2,4,4,"2",2,"Decreased","Increased","Increased","51-60","4","Switzerland",55,"2","1","1","3",NA
"1721",1721,3973116645747,5071180565367,"Female","Partner/Family/Flatshare","5","1","1","4",3,1,3,5,"2",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",53,"3","1","1","3",NA
"1722",1722,4128403429440,5269384491840,"Female","Partner/Family/Flatshare","4","1","1","4",2,2,4,4,"2",1,"Decreased","Increased","Increased","51-60","4","Switzerland",53,"3","1","1","3",NA
"1723",1723,4284462908943,5468574666723,"Male","Partner/Family/Flatshare","4","2","3","2",2,2,3,4,"2",2,"Decreased","Unchanged","Increased","51-60","3","Switzerland",52,"3","1","2","1",NA
"1724",1724,3983248671849,5084112814389,"Male","Alone","3","3","4","1",1,2,3,4,"2",2,"Decreased","Unchanged","Increased","51-60","4","Switzerland",52,"2","2","3","1",6
"1725",1725,3946630812345,5037374751045,"Male","Alone","2","4","4","1",1,3,3,3,"2",3,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",50,"1","3","3","1",6
"1726",1726,3614143748445,4612997093145,"Male","Partner/Family/Flatshare","3","3","3","3",1,5,3,2,"2",1,"Increased","Unchanged","Decreased","41-50","4","Switzerland",48,"2","2","2","2",5
"1727",1727,4198447232046,5358786541206,"Male","Partner/Family/Flatshare","5","1","4","2",2,1,3,5,"2",3,"Decreased","Unchanged","Increased","41-50","3","Switzerland",47,"3","1","3","1",NA
"1728",1728,3838118676840,4898872743240,"Female","Alone","1","1","1","2",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",47,"1","1","1","1",NA
"1729",1729,3978013949244,5077431353484,"Female","Partner/Family/Flatshare","3","2","3","3",1,2,5,4,"2",3,"Decreased","Increased","Increased","41-50","5","Switzerland",46,"2","1","2","2",NA
"1730",1730,4151496201642,5298859492962,"Female","Partner/Family/Flatshare","5","1","4","2",1,5,3,1,"2",1,"Increased","Unchanged","Decreased","41-50","3","Switzerland",46,"3","1","3","1",5
"1731",1731,3659177503449,4670476981989,"Male","Partner/Family/Flatshare","1","1","1","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",46,"1","1","1","1",4
"1732",1732,4103871436746,5238072507906,"Male","Partner/Family/Flatshare","5","1","5","1",1,5,4,1,"2",1,"Increased","Increased","Decreased","41-50","4","Switzerland",45,"3","1","3","1",4
"1733",1733,3797646755544,4847215457784,"Female","Partner/Family/Flatshare","5","1","1","1",4,1,3,4,"2",1,"Decreased","Unchanged","Increased","41-50","5","Switzerland",45,"3","1","1","1",NA
"1734",1734,4248674676045,5422895516745,"Male","Alone","2","4","3","3",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","41-50","3","Switzerland",43,"1","3","2","2",5
"1735",1735,4377283400340,5587048276740,"Female","Partner/Family/Flatshare","2","3","2","2",1,5,5,1,"2",3,"Increased","Increased","Decreased","41-50","4","Switzerland",43,"1","2","1","1",NA
"1736",1736,4253098481946,5428541945106,"Female","Partner/Family/Flatshare","5","1","2","4",4,1,3,5,"2",1,"Decreased","Unchanged","Increased","31-40","5","Switzerland",40,"3","1","1","3",4
"1737",1737,3748442063148,4784411895228,"Female","Partner/Family/Flatshare","1","1","4","1",1,3,4,2,"2",1,"Unchanged","Increased","Decreased","31-40","4","Switzerland",37,"1","1","3","1",NA
"1738",1738,4428783758547,5652781966167,"Male","Alone","2","1","4","1",1,3,3,2,"2",1,"Unchanged","Unchanged","Decreased","31-40","4","Switzerland",35,"1","1","3","1",3
"1739",1739,3973469063040,5071630381440,"Female","Alone","1","1","1","1",1,3,3,3,"2",2,"Unchanged","Unchanged","Unchanged","31-40","4","Switzerland",33,"1","1","1","1",4
"1740",1740,4331192268843,5528218780623,"Female","Partner/Family/Flatshare","1","1","2","2",1,2,3,4,"2",3,"Decreased","Unchanged","Increased","18-30","4","Switzerland",27,"1","1","1","1",NA
"1741",1741,3573759021345,4561451100045,"Female","Partner/Family/Flatshare","1","1","3","1",1,3,3,3,"2",1,"Unchanged","Unchanged","Unchanged","18-30","4","Switzerland",20,"1","1","2","1",6
"1742",1742,3719099925549,4746960370089,"Female","Alone","4","1","4","1",2,2,4,3,"3",3,"Decreased","Increased","Unchanged","61-65","4","Switzerland",63,"3","1","3","1",6
"1743",1743,3714346773747,4740893573367,"Female","Partner/Family/Flatshare","2","2","4","1",1,3,3,4,"3",1,"Unchanged","Unchanged","Increased","61-65","3","Switzerland",63,"1","1","3","1",6
"1744",1744,3927407349348,5012838433428,"Female","Alone","3","2","4","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","61-65","3","Switzerland",61,"2","1","3","1",NA
"1745",1745,4165509063744,5316745137984,"Female","Partner/Family/Flatshare","1","1","4","2",1,2,4,4,"3",1,"Decreased","Increased","Increased","51-60","4","Switzerland",60,"1","1","3","1",NA
"1746",1746,3692633629842,4713179493162,"Female","Partner/Family/Flatshare","2","1","3","3",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","3","Switzerland",57,"1","1","2","2",NA
"1747",1747,4403893847742,5621013145062,"Female","Alone","4","1","3","1",1,2,3,4,"3",1,"Decreased","Unchanged","Increased","51-60","4","Switzerland",56,"3","1","2","1",4
"1748",1748,4305085671447,5494897013067,"Male","Partner/Family/Flatshare","3","3","2","3",1,5,3,5,"3",1,"Increased","Unchanged","Increased","51-60","4","Switzerland",56,"2","2","1","2",4
"1749",1749,4340290034349,5539830926889,"Male","Partner/Family/Flatshare","3","3","3","3",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","51-60","3","Switzerland",55,"2","2","2","2",NA
"1750",1750,3926831427945,5012103342645,"Male","Alone","1","1","1","3",1,4,3,2,"3",1,"Increased","Unchanged","Decreased","51-60","4","Switzerland",54,"1","1","1","2",3
"1751",1751,4161470662242,5311590629562,"Male","Partner/Family/Flatshare","3","1","3","1",1,3,3,4,"3",3,"Unchanged","Unchanged","Increased","41-50","4","Switzerland",49,"2","1","2","1",6
"1752",1752,4289528521449,5475040279989,"Male","Partner/Family/Flatshare","1","1","1","1",1,2,5,3,"3",2,"Decreased","Increased","Unchanged","41-50","4","Switzerland",49,"1","1","1","1",6
"1753",1753,3572560920042,4559921875362,"Female","Partner/Family/Flatshare","5","1","3","3",3,1,3,5,"3",1,"Decreased","Unchanged","Increased","41-50","2","Switzerland",48,"3","1","2","2",3
"1754",1754,4289900556546,5475515135706,"Male","Alone","1","1","2","1",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","41-50","2","Switzerland",47,"1","1","1","1",3
"1755",1755,4250064095442,5424668934762,"Female","Partner/Family/Flatshare","1","1","1","1",1,3,4,5,"3",1,"Unchanged","Increased","Increased","41-50","3","Switzerland",46,"1","1","1","1",4
"1756",1756,4342861515447,5543113097067,"Female","Partner/Family/Flatshare","1","4","1","2",1,4,3,2,"3",1,"Increased","Unchanged","Decreased","41-50","3","Switzerland",46,"1","3","1","1",NA
"1757",1757,3710001314448,4735347144528,"Male","Partner/Family/Flatshare","2","4","3","2",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",45,"1","3","2","1",6
"1758",1758,3794615965044,4843347037284,"Female","Partner/Family/Flatshare","4","2","2","4",1,3,3,3,"3",3,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",43,"3","1","1","3",4
"1759",1759,4199414788548,5360021504628,"Male","Alone","4","1","3","1",1,2,4,4,"3",2,"Decreased","Increased","Increased","41-50","4","Switzerland",43,"3","1","2","1",NA
"1760",1760,3707769780342,4732498873662,"Female","Partner/Family/Flatshare","4","1","2","2",3,1,3,5,"3",1,"Decreased","Unchanged","Increased","41-50","4","Switzerland",42,"3","1","1","1",3
"1761",1761,4372217894646,5580582799806,"Male","Partner/Family/Flatshare","3","1","1","1",1,3,4,1,"3",1,"Unchanged","Increased","Decreased","41-50","4","Switzerland",41,"2","1","1","1",NA
"1762",1762,4284632019042,5468790514362,"Female","Partner/Family/Flatshare","4","2","4","2",2,2,4,4,"3",2,"Decreased","Increased","Increased","41-50","3","Switzerland",41,"3","1","3","1",5
"1763",1763,4429167400548,5653271636628,"Male","Partner/Family/Flatshare","4","1","4","1",1,4,4,2,"3",1,"Increased","Increased","Decreased","31-40","4","Switzerland",38,"3","1","3","1",NA
"1764",1764,3893496319548,4969555295628,"Female","Partner/Family/Flatshare","3","2","1","3",1,3,5,2,"3",3,"Unchanged","Increased","Decreased","31-40","4","Switzerland",37,"2","1","1","2",3
"1765",1765,4331585684142,5528720925462,"Male","Alone","4","4","4","2",2,2,3,4,"3",3,"Decreased","Unchanged","Increased","31-40","3","Switzerland",34,"3","3","3","1",NA
"1766",1766,4164994603746,5316088494906,"Male","Partner/Family/Flatshare","3","3","4","2",1,4,3,1,"3",1,"Increased","Unchanged","Decreased","31-40","4","Switzerland",33,"2","2","3","1",3
"1767",1767,3708834393348,4733857717428,"Male","Partner/Family/Flatshare","4","1","4","1",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","31-40","4","Switzerland",31,"3","1","3","1",6
"1768",1768,3802958899047,4853995736667,"Female","Partner/Family/Flatshare","3","3","2","3",2,2,3,5,"3",3,"Decreased","Unchanged","Increased","18-30","5","Switzerland",30,"2","2","1","2",5
"1769",1769,4336967282148,5535589854228,"Female","Partner/Family/Flatshare","2","3","1","5",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","18-30","3","Switzerland",29,"1","2","1","3",4
"1770",1770,3882822240348,4955931184428,"Male","Alone","2","4","4","1",1,3,3,4,"3",2,"Unchanged","Unchanged","Increased","18-30","5","Switzerland",28,"1","3","3","1",NA
"1771",1771,3662602545942,4674848615262,"Female","Partner/Family/Flatshare","3","2","2","3",1,3,3,5,"3",2,"Unchanged","Unchanged","Increased","18-30","5","Switzerland",27,"2","1","1","2",NA
"1772",1772,3705078126843,4729063318623,"Female","Partner/Family/Flatshare","2","4","1","5",1,3,3,2,"3",3,"Unchanged","Unchanged","Decreased","18-30","5","Switzerland",25,"1","3","1","3",5
"1773",1773,3800696247045,4851107747745,"Male","Alone","2","2","5","2",1,2,3,2,"3",1,"Decreased","Unchanged","Decreased","18-30","4","Switzerland",22,"1","1","3","1",NA
"1774",1774,3663830919546,4676416478706,"Male","Partner/Family/Flatshare","1","1","2","1",1,3,3,2,"3",1,"Unchanged","Unchanged","Decreased","61-65","4","Switzerland",64,"1","1","1","1",3
"1775",1775,4105376560242,5239993607562,"Female","Alone","3","3","3","3",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","61-65","3","Switzerland",63,"2","2","2","2",NA
"1776",1776,3934187169840,5021492016240,"Male","Partner/Family/Flatshare","3","3","1","1",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","61-65","3","Switzerland",62,"2","2","1","1",5
"1777",1777,4014864961542,5124467006862,"Male","Alone","4","4","2","3",2,1,3,2,"3",1,"Decreased","Unchanged","Decreased","51-60","4","Switzerland",60,"3","3","1","2",4
"1778",1778,4238954739540,5410489247940,"Female","Partner/Family/Flatshare","3","2","4","1",2,2,2,1,"3",1,"Decreased","Decreased","Decreased","51-60","4","Switzerland",59,"2","1","3","1",3
"1779",1779,4288277868642,5473443979962,"Female","Partner/Family/Flatshare","1","1","1","4",1,2,3,3,"3",3,"Decreased","Unchanged","Unchanged","51-60","5","Switzerland",58,"1","1","1","3",NA
"1780",1780,3897055784943,4974098502723,"Male","Alone","4","1","2","4",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","51-60","3","Switzerland",56,"3","1","1","3",NA
"1781",1781,4309767606348,5500872910428,"Male","Partner/Family/Flatshare","2","1","3","3",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","51-60","4","Switzerland",55,"1","1","2","2",6
"1782",1782,4286886695748,5471668323828,"Female","Alone","5","1","5","3",1,1,3,5,"3",2,"Decreased","Unchanged","Increased","51-60","5","Switzerland",54,"3","1","3","2",3
"1783",1783,3930577849944,5016885176184,"Female","Alone","2","4","5","1",1,4,3,2,"3",1,"Increased","Unchanged","Decreased","51-60","3","Switzerland",54,"1","3","3","1",3
"1784",1784,4044907670148,5162812722228,"Male","Partner/Family/Flatshare","3","3","4","2",1,4,3,3,"3",1,"Increased","Unchanged","Unchanged","51-60","3","Switzerland",52,"2","2","3","1",3
"1785",1785,4392727587747,5606760827367,"Male","Partner/Family/Flatshare","2","3","3","3",1,3,4,4,"3",3,"Unchanged","Increased","Increased","51-60","3","Switzerland",51,"1","2","2","2",NA
"1786",1786,3844590629544,4907133371784,"Female","Alone","3","2","1","1",2,2,3,3,"3",1,"Decreased","Unchanged","Unchanged","41-50","3","Switzerland",49,"2","1","1","1",NA
"1787",1787,4108034407743,5243386013523,"Male","Partner/Family/Flatshare","3","3","3","3",1,2,3,4,"3",2,"Decreased","Unchanged","Increased","41-50","4","Switzerland",48,"2","2","2","2",NA
"1788",1788,3857786397648,4923976099728,"Male","Partner/Family/Flatshare","3","1","5","1",2,1,4,1,"3",1,"Decreased","Increased","Decreased","41-50","4","Switzerland",47,"2","1","3","1",NA
"1789",1789,3754249930044,4791824902284,"Female","Partner/Family/Flatshare","2","3","1","3",1,3,3,3,"3",1,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",46,"1","2","1","2",4
"1790",1790,3711105047349,4736755919889,"Male","Partner/Family/Flatshare","2","4","4","4",2,2,3,4,"3",1,"Decreased","Unchanged","Increased","41-50","4","Switzerland",45,"1","3","3","3",5
"1791",1791,3614753431341,4613775276201,"Female","Partner/Family/Flatshare","3","1","4","1",1,3,3,1,"3",1,"Unchanged","Unchanged","Decreased","41-50","3","Switzerland",44,"2","1","3","1",3
"1792",1792,4127822256447,5268642698067,"Male","Partner/Family/Flatshare","2","2","5","1",1,3,3,3,"3",3,"Unchanged","Unchanged","Unchanged","41-50","4","Switzerland",41,"1","1","3","1",6
"1793",1793,4134022657443,5276556725223,"Female","Partner/Family/Flatshare","3","3","3","2",1,2,5,1,"3",2,"Decreased","Increased","Decreased","31-40","4","Switzerland",40,"2","2","2","1",NA
"1794",1794,3709998572940,4735343645340,"Female","Partner/Family/Flatshare","4","1","5","1",1,3,1,1,"3",3,"Unchanged","Decreased","Decreased","31-40","5","Switzerland",38,"3","1","3","1",4
"1795",1795,4195995887745,5355657710445,"Female","Partner/Family/Flatshare","2","1","5","1",1,3,3,3,"3",2,"Unchanged","Unchanged","Unchanged","31-40","4","Switzerland",37,"1","1","3","1",NA
